wind speed (m/s);significant wave height (m)
23.25;2.35
23.200000000000003;2.35
23.150000000000002;2.35
23.1;2.35
23.1;2.3000000000000003
23.05;2.3000000000000003
23.0;2.3000000000000003
22.950000000000003;2.3000000000000003
22.900000000000002;2.3000000000000003
22.900000000000002;2.25
22.85;2.25
22.8;2.25
22.75;2.25
22.75;2.2
22.700000000000003;2.2
22.650000000000002;2.2
22.6;2.2
22.55;2.2
22.55;2.15
22.5;2.15
22.450000000000003;2.15
22.400000000000002;2.15
22.35;2.15
22.35;2.1
22.3;2.1
22.25;2.1
22.200000000000003;2.1
22.150000000000002;2.1
22.150000000000002;2.0500000000000003
22.1;2.0500000000000003
22.05;2.0500000000000003
22.0;2.0500000000000003
21.950000000000003;2.0500000000000003
21.950000000000003;2.0
21.900000000000002;2.0
21.85;2.0
21.8;2.0
21.75;2.0
21.75;1.9500000000000002
21.700000000000003;1.9500000000000002
21.650000000000002;1.9500000000000002
21.6;1.9500000000000002
21.55;1.9500000000000002
21.55;1.9000000000000001
21.5;1.9000000000000001
21.450000000000003;1.9000000000000001
21.400000000000002;1.9000000000000001
21.35;1.9000000000000001
21.3;1.9000000000000001
21.3;1.85
21.25;1.85
21.200000000000003;1.85
21.150000000000002;1.85
21.1;1.85
21.1;1.8
21.05;1.8
21.0;1.8
20.950000000000003;1.8
20.900000000000002;1.8
20.85;1.8
20.85;1.75
20.8;1.75
20.75;1.75
20.700000000000003;1.75
20.650000000000002;1.75
20.650000000000002;1.7000000000000002
20.6;1.7000000000000002
20.55;1.7000000000000002
20.5;1.7000000000000002
20.450000000000003;1.7000000000000002
20.400000000000002;1.7000000000000002
20.400000000000002;1.6500000000000001
20.35;1.6500000000000001
20.3;1.6500000000000001
20.25;1.6500000000000001
20.200000000000003;1.6500000000000001
20.150000000000002;1.6500000000000001
20.150000000000002;1.6
20.1;1.6
20.05;1.6
20.0;1.6
19.950000000000003;1.6
19.900000000000002;1.6
19.900000000000002;1.55
19.85;1.55
19.8;1.55
19.75;1.55
19.700000000000003;1.55
19.650000000000002;1.55
19.650000000000002;1.5
19.6;1.5
19.55;1.5
19.5;1.5
19.450000000000003;1.5
19.400000000000002;1.5
19.35;1.5
19.35;1.4500000000000002
19.3;1.4500000000000002
19.25;1.4500000000000002
19.200000000000003;1.4500000000000002
19.150000000000002;1.4500000000000002
19.1;1.4500000000000002
19.1;1.4000000000000001
19.05;1.4000000000000001
19.0;1.4000000000000001
18.95;1.4000000000000001
18.900000000000002;1.4000000000000001
18.85;1.4000000000000001
18.8;1.4000000000000001
18.8;1.35
18.75;1.35
18.7;1.35
18.650000000000002;1.35
18.6;1.35
18.55;1.35
18.55;1.3
18.5;1.3
18.45;1.3
18.400000000000002;1.3
18.35;1.3
18.3;1.3
18.25;1.3
18.25;1.25
18.2;1.25
18.150000000000002;1.25
18.1;1.25
18.05;1.25
18.0;1.25
17.95;1.25
17.95;1.2000000000000002
17.900000000000002;1.2000000000000002
17.85;1.2000000000000002
17.8;1.2000000000000002
17.75;1.2000000000000002
17.7;1.2000000000000002
17.650000000000002;1.2000000000000002
17.650000000000002;1.1500000000000001
17.6;1.1500000000000001
17.55;1.1500000000000001
17.5;1.1500000000000001
17.45;1.1500000000000001
17.400000000000002;1.1500000000000001
17.35;1.1500000000000001
17.3;1.1500000000000001
17.3;1.1
17.25;1.1
17.2;1.1
17.150000000000002;1.1
17.1;1.1
17.05;1.1
17.0;1.1
17.0;1.05
16.95;1.05
16.900000000000002;1.05
16.85;1.05
16.8;1.05
16.75;1.05
16.7;1.05
16.650000000000002;1.05
16.650000000000002;1.0
16.6;1.0
16.55;1.0
16.5;1.0
16.45;1.0
16.400000000000002;1.0
16.35;1.0
16.3;1.0
16.3;0.9500000000000001
16.25;0.9500000000000001
16.2;0.9500000000000001
16.150000000000002;0.9500000000000001
16.1;0.9500000000000001
16.05;0.9500000000000001
16.0;0.9500000000000001
15.950000000000001;0.9500000000000001
15.950000000000001;0.9
15.9;0.9
15.850000000000001;0.9
15.8;0.9
15.75;0.9
15.700000000000001;0.9
15.65;0.9
15.600000000000001;0.9
15.600000000000001;0.8500000000000001
15.55;0.8500000000000001
15.5;0.8500000000000001
15.450000000000001;0.8500000000000001
15.4;0.8500000000000001
15.350000000000001;0.8500000000000001
15.3;0.8500000000000001
15.25;0.8500000000000001
15.25;0.8
15.200000000000001;0.8
15.15;0.8
15.100000000000001;0.8
15.05;0.8
15.0;0.8
14.950000000000001;0.8
14.9;0.8
14.9;0.75
14.850000000000001;0.75
14.8;0.75
14.75;0.75
14.700000000000001;0.75
14.65;0.75
14.600000000000001;0.75
14.55;0.75
14.5;0.75
14.5;0.7000000000000001
14.450000000000001;0.7000000000000001
14.4;0.7000000000000001
14.350000000000001;0.7000000000000001
14.3;0.7000000000000001
14.25;0.7000000000000001
14.200000000000001;0.7000000000000001
14.15;0.7000000000000001
14.100000000000001;0.7000000000000001
14.100000000000001;0.65
14.05;0.65
14.0;0.65
13.950000000000001;0.65
13.9;0.65
13.850000000000001;0.65
13.8;0.65
13.75;0.65
13.700000000000001;0.65
13.700000000000001;0.6000000000000001
13.65;0.6000000000000001
13.600000000000001;0.6000000000000001
13.55;0.6000000000000001
13.5;0.6000000000000001
13.450000000000001;0.6000000000000001
13.4;0.6000000000000001
13.350000000000001;0.6000000000000001
13.3;0.6000000000000001
13.3;0.55
13.25;0.55
13.200000000000001;0.55
13.15;0.55
13.100000000000001;0.55
13.05;0.55
13.0;0.55
12.950000000000001;0.55
12.9;0.55
12.850000000000001;0.55
12.850000000000001;0.5
12.8;0.5
12.75;0.5
12.700000000000001;0.5
12.65;0.5
12.600000000000001;0.5
12.55;0.5
12.5;0.5
12.450000000000001;0.5
12.4;0.5
12.4;0.45
12.350000000000001;0.45
12.3;0.45
12.25;0.45
12.200000000000001;0.45
12.15;0.45
12.100000000000001;0.45
12.05;0.45
12.0;0.45
11.950000000000001;0.45
11.950000000000001;0.4
11.9;0.4
11.850000000000001;0.4
11.8;0.4
11.75;0.4
11.700000000000001;0.4
11.65;0.4
11.600000000000001;0.4
11.55;0.4
11.5;0.4
11.450000000000001;0.4
11.450000000000001;0.35000000000000003
11.4;0.35000000000000003
11.350000000000001;0.35000000000000003
11.3;0.35000000000000003
11.25;0.35000000000000003
11.200000000000001;0.35000000000000003
11.15;0.35000000000000003
11.100000000000001;0.35000000000000003
11.05;0.35000000000000003
11.0;0.35000000000000003
10.950000000000001;0.35000000000000003
10.950000000000001;0.30000000000000004
10.9;0.30000000000000004
10.850000000000001;0.30000000000000004
10.8;0.30000000000000004
10.75;0.30000000000000004
10.700000000000001;0.30000000000000004
10.65;0.30000000000000004
10.600000000000001;0.30000000000000004
10.55;0.30000000000000004
10.5;0.30000000000000004
10.450000000000001;0.30000000000000004
10.4;0.30000000000000004
10.4;0.25
10.350000000000001;0.25
10.3;0.25
10.25;0.25
10.200000000000001;0.25
10.15;0.25
10.100000000000001;0.25
10.05;0.25
10.0;0.25
9.950000000000001;0.25
9.9;0.25
9.850000000000001;0.25
9.8;0.25
9.75;0.25
9.75;0.2
9.700000000000001;0.2
9.65;0.2
9.600000000000001;0.2
9.55;0.2
9.5;0.2
9.450000000000001;0.2
9.4;0.2
9.35;0.2
9.3;0.2
9.25;0.2
9.200000000000001;0.2
9.15;0.2
9.1;0.2
9.05;0.2
9.05;0.15000000000000002
9.0;0.15000000000000002
8.950000000000001;0.15000000000000002
8.9;0.15000000000000002
8.85;0.15000000000000002
8.8;0.15000000000000002
8.75;0.15000000000000002
8.700000000000001;0.15000000000000002
8.65;0.15000000000000002
8.6;0.15000000000000002
8.55;0.15000000000000002
8.5;0.15000000000000002
8.450000000000001;0.15000000000000002
8.4;0.15000000000000002
8.35;0.15000000000000002
8.3;0.15000000000000002
8.25;0.15000000000000002
8.200000000000001;0.15000000000000002
8.200000000000001;0.1
8.15;0.1
8.1;0.1
8.05;0.1
8.0;0.1
7.95;0.1
7.9;0.1
7.8500000000000005;0.1
7.800000000000001;0.1
7.75;0.1
7.7;0.1
7.65;0.1
7.6000000000000005;0.1
7.550000000000001;0.1
7.5;0.1
7.45;0.1
7.4;0.1
7.3500000000000005;0.1
7.300000000000001;0.1
7.25;0.1
7.2;0.1
7.15;0.1
7.1000000000000005;0.1
7.050000000000001;0.1
7.0;0.1
7.0;0.05
6.95;0.05
6.9;0.05
6.8500000000000005;0.05
6.800000000000001;0.05
6.75;0.05
6.7;0.05
6.65;0.05
6.6000000000000005;0.05
6.550000000000001;0.05
6.5;0.05
6.45;0.05
6.4;0.05
6.3500000000000005;0.05
6.300000000000001;0.05
6.25;0.05
6.2;0.05
6.15;0.05
6.1000000000000005;0.05
6.050000000000001;0.05
6.0;0.05
5.95;0.05
5.9;0.05
5.8500000000000005;0.05
5.800000000000001;0.05
5.75;0.05
5.7;0.05
5.65;0.05
5.6000000000000005;0.05
5.550000000000001;0.05
5.5;0.05
5.45;0.05
5.4;0.05
5.3500000000000005;0.05
5.300000000000001;0.05
5.25;0.05
5.2;0.05
5.15;0.05
5.1000000000000005;0.05
5.050000000000001;0.05
5.0;0.05
4.95;0.05
4.9;0.05
4.8500000000000005;0.05
4.8500000000000005;0.0
4.800000000000001;0.0
4.75;0.0
4.7;0.0
4.65;0.0
4.6000000000000005;0.0
4.55;0.0
4.5;0.0
4.45;0.0
4.4;0.0
4.3500000000000005;0.0
4.3;0.0
4.25;0.0
4.2;0.0
4.15;0.0
4.1000000000000005;0.0
4.05;0.0
4.0;0.0
3.95;0.0
3.9000000000000004;0.0
3.85;0.0
3.8000000000000003;0.0
3.75;0.0
3.7;0.0
3.6500000000000004;0.0
3.6;0.0
3.5500000000000003;0.0
3.5;0.0
3.45;0.0
3.4000000000000004;0.0
3.35;0.0
3.3000000000000003;0.0
3.25;0.0
3.2;0.0
3.1500000000000004;0.0
3.1;0.0
3.0500000000000003;0.0
3.0;0.0
2.95;0.0
2.9000000000000004;0.0
2.85;0.0
2.8000000000000003;0.0
2.75;0.0
2.7;0.0
2.6500000000000004;0.0
2.6;0.0
2.5500000000000003;0.0
2.5;0.0
2.45;0.0
2.4000000000000004;0.0
2.35;0.0
2.3000000000000003;0.0
2.25;0.0
2.2;0.0
2.15;0.0
2.1;0.0
2.0500000000000003;0.0
2.0;0.0
1.9500000000000002;0.0
1.9000000000000001;0.0
1.85;0.0
1.8;0.0
1.75;0.0
1.7000000000000002;0.0
1.6500000000000001;0.0
1.6;0.0
1.55;0.0
1.5;0.0
1.4500000000000002;0.0
1.4000000000000001;0.0
1.35;0.0
1.3;0.0
1.25;0.0
1.2000000000000002;0.0
1.1500000000000001;0.0
1.1;0.0
1.05;0.0
1.0;0.0
0.9500000000000001;0.0
0.9;0.0
0.8500000000000001;0.0
0.8;0.0
0.75;0.0
0.7000000000000001;0.0
0.65;0.0
0.6000000000000001;0.0
0.55;0.0
0.5;0.0
0.45;0.0
0.4;0.0
0.35000000000000003;0.0
0.30000000000000004;0.0
0.25;0.0
0.2;0.0
0.15000000000000002;0.0
0.1;0.0
0.05;0.0
